id,ticket_id,content,is_bot,sender_name,created_at
843b4483-3ae5-4ab2-bf59-0f51793173ad,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Hola, quiero vender mi coche y recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos necesito y en qué tiempos trabajan?",False,cliente,2025-10-23 15:04:10
3bf86d2b-6afb-4d7a-812a-59a504b9a636,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Con gusto. El proceso es: 1) prevaluación en minutos con datos del auto y fotos, 2) inspección física de 45–60 min, 3) oferta final al término de la inspección, 4) pago por transferencia SPEI el mismo día o dentro de 24 h hábiles según horario bancario. ¿Me confirma modelo y si puede acudir hoy?",True,Demo Kavak,2025-10-23 15:05:05
b397c027-dda9-4733-81fd-503844eb7435,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Es un sedán 2018, estoy disponible esta tarde. ¿Qué debo llevar?",False,cliente,2025-10-23 15:05:40
cb268734-c13d-43f2-8ecd-97ac0593fc29,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Documentos: identificación oficial vigente, factura original o carta factura con cesión, tarjeta de circulación, comprobante de domicilio (≤3 meses), historial de tenencias/placas y verificación, llaves y duplicados. Si tiene financiamiento: carta saldo. Persona moral: acta constitutiva y poder. Hacemos verificación de identidad y propiedad (KYC) y revisión legal del vehículo.",True,Demo Kavak,2025-10-23 15:06:20
4b21d037-0162-4309-8a39-454d2d9dfb95,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Si acepto la oferta hoy, ¿cuándo me pagan y de qué forma?",False,cliente,2025-10-23 15:06:50
05ada4af-a8fc-428b-aa99-f85dff18f699,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"El pago es por SPEI a una cuenta a su nombre. Si firma antes de las 16:00, usualmente se liquida el mismo día; después de ese horario, dentro de 24 h hábiles. No manejamos efectivo. Entregamos contrato de compraventa y recibo; nosotros gestionamos el cambio de propietario. Garantías y crédito no aplican en su venta; son para cuando Kavak vende autos.",True,Demo Kavak,2025-10-23 15:07:25
38eff784-f473-4ad1-9dab-3b2b873cee27,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,Perfecto. ¿Pueden verme hoy para cerrar la oferta?,False,cliente,2025-10-23 15:07:45
491aa2ab-fdb4-4080-84a2-05ea20f8e69e,c4a2f8a7-7d1e-4e8f-91d1-3b1f5c9a6e21,"Claro. Le propongo una inspección hoy a las 17:30 en la sucursal más cercana. Le enviaré por SMS y correo la cita, checklist de documentos y un enlace para subir fotos y CLABE a su nombre para agilizar. Con la inspección lista, tendrá su oferta hoy y el pago en ≤24 h. ¿Confirmamos?",True,Demo Kavak,2025-10-23 15:08:20
2911213a-c028-4485-85ef-371958608424,92e7287f-8999-5c19-9b77-9137fd8ae1d0,"Hola, quiero vender mi coche y me gustaría una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos piden y cuánto tardan?",False,cliente,2025-10-23 15:02:10
f4473975-c374-44f3-89f0-45fb53b9dd44,92e7287f-8999-5c19-9b77-9137fd8ae1d0,"¡Hola! Con gusto te ayudamos. Proceso: 1) Nos compartes datos del auto (VIN o placas, año/versión, km, ciudad) y fotos; 2) te damos una preoferta en <24 h; 3) hacemos inspección física (60–90 min) para confirmar la oferta final; 4) firmas y hacemos la transferencia. Documentos: identificación vigente (INE/pasaporte), factura original o carta factura, tarjeta de circulación, comprobante de domicilio (<3 meses), tenencias/adeudos al día y, si aplica, carta saldo. KYC: validamos identidad y titularidad antes de firmar. Pago: transferencia bancaria al titular (sin efectivo), normalmente el mismo día o hasta 24 h hábiles tras la firma. Nota: garantías y crédito aplican cuando compras un auto con Kavak; para vender no aplican. ¿Te gustaría iniciar con la pre-evaluación hoy?",True,Demo Kavak,2025-10-23 15:03:05
078bcccb-3ddd-4788-9aea-2fa19198cbd5,92e7287f-8999-5c19-9b77-9137fd8ae1d0,"Perfecto. Estoy en CDMX, es un Mazda 3 2019 con 62,000 km. ¿Qué sigue?",False,cliente,2025-10-23 15:03:40
738cc497-b752-4e08-a595-d9bf6d2c024a,92e7287f-8999-5c19-9b77-9137fd8ae1d0,"Gracias. Siguiente paso: abro un folio y te envío un formulario seguro para subir fotos y documentos básicos. ¿Te viene bien agendar la inspección mañana entre 11:00 y 13:00 a domicilio o prefieres centro? Para avanzar necesito: VIN o placas, copia de la factura, tu identificación y la CLABE del titular (para programar el pago tras la firma). Si prefieres, lo escalo y un asesor te llama hoy mismo para confirmarte la cita.",True,Demo Kavak,2025-10-23 15:04:20
163c15c5-1f54-4526-8189-533a0b3c0a56,c0a1cdd2-5f9e-4e2c-8b89-37c8c8b4d6e2,"Hi Kavak, I’d like to sell my 2018 Honda Civic and get an offer in under 24 hours. What’s the process, what documents do you need, and how long does each step take?",False,cliente,2025-10-23 10:15:00
35fe3a48-a717-43f4-9dfb-a1a1e1e927bb,c0a1cdd2-5f9e-4e2c-8b89-37c8c8b4d6e2,"Hi! We can help with a fast offer.

How it works:
1) Quick pre-valuation: Reply with VIN/plate, mileage, city, basic condition notes, and a few photos (exterior, interior, odometer). We’ll share a preliminary offer in hours (within 24h).
2) Free inspection (home or center): 45–60 min, usually same or next day. We confirm the final offer after inspection.
3) Paperwork & KYC: We’ll verify a government-issued ID, proof of address, and a bank account in your name for payment. Vehicle title/registration, lien release or payoff letter if financed, plus service records and spare key if available.
4) Payment: Bank transfer right after signing and KYC verification—typically same day or within 24–48h, depending on your bank.

Notes: The offer is subject to inspection and documents. Warranties/credit apply when buying a car from us, not for selling.

Next step: If you share the VIN, mileage, city, photos, and your preferred time today or tomorrow, I’ll book the inspection and send your preliminary offer today.",True,Demo Kavak,2025-10-23 10:23:00
fb3f83e0-592f-4344-b27e-ecec18ca4f5c,fece13f7-21ea-5bd1-8982-c33c56bda655,"Hello, I’d like to sell my car and get an offer within 24 hours. What’s the process, what documents do you need, and how long does it take?",False,cliente,2025-10-23 10:02:15
be9fa4e5-edad-4ec4-9443-5ec56e552bba,fece13f7-21ea-5bd1-8982-c33c56bda655,"Absolutely. Step 1: share your car details for a preliminary quote in minutes. Step 2: a 45–60 min inspection (home or at a Kavak center). Step 3: we issue a final offer the same day of inspection, subject to condition and document checks. Payment: bank transfer the same business day after you sign and KYC clears; funds typically post within 2–24 hours depending on your bank. Documents: official ID, vehicle title/registration, proof of address, service records (if available), spare keys, emissions/circulation card if applicable, and bank account details in your name. If there’s outstanding finance, a payoff letter. No credit check and no warranty needed; we do KYC to verify identity and ownership. Would you like to schedule the inspection?",True,Demo Kavak,2025-10-23 10:03:05
ef8e9ceb-daa4-4798-a456-fef81d1088f0,fece13f7-21ea-5bd1-8982-c33c56bda655,Can you inspect today? I’m free this afternoon. Is it at my home or your center?,False,cliente,2025-10-23 10:04:00
cb792bd9-bea9-4bc9-bb94-2af61ac6d44e,fece13f7-21ea-5bd1-8982-c33c56bda655,"We can do either. I have 3:30 PM or 5:30 PM today, home visit or our nearest hub. The inspection is free, takes 45–60 minutes including photos and a short road test. Please have the documents handy. Which slot and location do you prefer?",True,Demo Kavak,2025-10-23 10:04:35
c31caeef-84de-4187-af0f-fc826b10d98b,fece13f7-21ea-5bd1-8982-c33c56bda655,3:30 PM at my home works. I’ll send the address. Do I need to upload documents beforehand?,False,cliente,2025-10-23 10:05:12
82fddcc2-ca84-42f3-aaf2-83248383b366,fece13f7-21ea-5bd1-8982-c33c56bda655,"Perfect—home inspection today at 3:30 PM is booked. I’ll send a confirmation with a secure link to upload scans of your ID, title/registration, proof of address, and bank details in your name; uploading in advance speeds KYC. We’ll verify originals on-site. After the inspection, we’ll present a final offer; if you accept, you’ll sign the sale agreement and we initiate the transfer the same business day. Case reference: KVK-73421. Please watch for the message and share your address via the secure link.",True,Demo Kavak,2025-10-23 10:06:10
01f64e93-7c0b-4860-830b-a20036bf3e30,067d88ee-9023-558d-8590-24db29b38057,"Hola, quiero vender mi coche y me gustaría recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos necesito y cuánto tardan?",False,cliente,2025-10-23 15:02:10
bf4abf14-b700-40f0-ac6a-288b7b1e059a,067d88ee-9023-558d-8590-24db29b38057,"Con gusto. Proceso: 1) pre‑evaluación digital hoy; 2) inspección gratuita (a domicilio o en centro) para confirmar estado y precio; 3) firma de compraventa y pago por transferencia SPEI. Documentos: identificación oficial (INE/pasaporte), tarjeta de circulación, factura original o carta factura, comprobante de domicilio, historial de tenencias y verificación, servicio/mantenimiento (si lo tienes), duplicado de llaves y CLABE del titular. Tiempos: pre‑oferta en horas si hoy nos envías fotos; oferta final el mismo día de la inspección; pago dentro de 24 h tras firma y entrega. Por KYC validamos identidad y titularidad de la cuenta. Garantía y crédito aplican a compradores, no al vendedor.",True,Demo Kavak,2025-10-23 15:03:28
e11deb66-e7ed-4970-bcdf-47cc6a9e5c35,067d88ee-9023-558d-8590-24db29b38057,Perfecto. ¿Qué necesitan ahora para iniciar?,False,cliente,2025-10-23 15:04:05
24fb1776-ebe3-444c-ab89-c1681fea5467,067d88ee-9023-558d-8590-24db29b38057,"Para arrancar: ciudad, placa o VIN, kilometraje, versión/año y 8–10 fotos (exterior, interior, tablero encendido, llantas). Le envío un enlace seguro para subirlos y agendar hoy mismo la inspección. ¿Prefiere a domicilio o en nuestro centro y en qué horario (hoy o mañana)?",True,Demo Kavak,2025-10-23 15:04:55
b8dd8d23-8dfd-43e3-a812-2c86ed4a3b41,067d88ee-9023-558d-8590-24db29b38057,"Estoy en CDMX, placas XXX000, aprox. 68,000 km. Puedo hoy por la tarde y me conviene a domicilio.",False,cliente,2025-10-23 15:05:31
3f107594-e582-4c68-93a1-5796d86fa461,067d88ee-9023-558d-8590-24db29b38057,"Gracias. Le propongo hoy 17:30 a domicilio y abro el folio KVK-27491. El día de la inspección: tener a la mano INE, factura, tarjeta de circulación, comprobante de domicilio, tenencias/verificación y CLABE del titular. No cobramos la inspección ni pedimos anticipos. Validaremos identidad y titularidad de la cuenta (KYC). Tras inspección confirmamos precio final y, con la firma, hacemos SPEI en <24 h. ¿Confirma 17:30?",True,Demo Kavak,2025-10-23 15:06:22
fafbd15f-2aef-4342-9e74-c15c270242ef,067d88ee-9023-558d-8590-24db29b38057,Confirmo 17:30.,False,cliente,2025-10-23 15:06:45
ef97353c-a2f3-4745-a612-3230204ec878,067d88ee-9023-558d-8590-24db29b38057,"Cita confirmada. En breve le envío el enlace para subir las fotos y detalles; con eso emitimos una pre‑oferta hoy. Si necesita cambiar algo, responda este chat y lo escalamos a operaciones. Gracias.",True,Demo Kavak,2025-10-23 15:07:20
f119f5a3-5fa9-46f8-8b73-53419a7975e0,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,"Hola, quiero vender mi coche y me gustaría tener una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos necesitan y cuánto tardan los pagos?",False,cliente,2025-10-23 09:01:12
ef8b6c72-b015-4e2f-92b5-68851c7a2336,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,"¡Hola! Lamento cualquier demora y con gusto te ayudamos a venderlo en <24 h. Proceso: 1) Nos compartes placa o NIV, km y 8–10 fotos; te damos una preoferta en 2–4 h hábiles. 2) Hacemos inspección gratuita (30–45 min) en centro o a domicilio según zona. 3) Si coincide todo, te damos la oferta final el mismo día. Documentos: identificación oficial, factura o carta factura (y carta saldo si tiene adeudo), tarjeta de circulación, comprobante de domicilio, historial de tenencias/verificación, segundo juego de llaves y manuales. Pago: transferencia SPEI a cuenta a tu nombre el mismo día hábil o <24 h tras firma y validaciones KYC (identidad y cuenta). Si luego compras otro auto con Kavak, puedes usarlo como enganche; hay crédito y garantía disponibles.",True,Demo Kavak,2025-10-23 09:03:05
00a326d9-3c4b-4898-b314-4c0ca584788b,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,Perfecto. ¿Pueden venir hoy a inspeccionarlo? Estoy en CDMX.,False,cliente,2025-10-23 09:04:10
73877447-e19e-498b-81ab-fc748db1051f,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,"Gracias y perdón por las molestias; confirmo cobertura en CDMX. Puedo levantar tu solicitud ahora y validar agenda en 15–20 min. ¿Me compartes placa o NIV, marca/modelo/año, km, colonia para la visita y una franja (p. ej., 5–7 pm)? También unas fotos exteriores/interiores y del tablero.",True,Demo Kavak,2025-10-23 09:05:32
d9a7b506-7059-4753-a8ef-7125b24a8b8b,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,"Es un 2017, VIN 3N1AB7AP0HY123456, 85,000 km. Estoy en Narvarte y puedo de 5 a 7 pm. Ahora mando fotos.",False,cliente,2025-10-23 09:07:41
8441de68-6fe0-440a-94b2-e6500737ed66,3f4c2d8e-5a10-4f45-8a8a-9e9a3b2f6f51,"¡Gracias! Ya levanté la solicitud con esos datos. En 15–20 min te confirmo por este chat si tenemos hoy 5–7 pm o primera hora mañana. Mientras, por favor ten a la mano: INE/pasaporte, factura o carta factura (y carta saldo si aplica), tarjeta de circulación, comprobante de domicilio y CLABE a tu nombre para validar KYC. El pago será por SPEI una vez firmes y pase la validación. Si decides comprar otro auto con Kavak, te apoyo con crédito y garantía. Te confirmo enseguida.",True,Demo Kavak,2025-10-23 09:09:20
c5ab3b13-b68e-43e4-bfa9-014f44fd5883,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"Hola, quiero vender mi coche y me gustaría recibir una oferta en menos de 24 horas. ¿Cuál es el proceso, qué documentos necesitan y en qué tiempos se mueven?",False,cliente,2025-10-23 14:32:10
239032f0-0f38-4dec-9dae-e7512ab26993,c6f3e6a2-2a4d-4d1e-8c9a-9a51b9d7f3ab,"¡Gracias por escribirnos! Podemos darte una pre‑oferta en <24 h si hoy nos compartes datos y fotos. Proceso: 1) llenas un formulario con info del auto y subes fotos; 2) agendamos inspección gratuita (a domicilio o en un centro) para confirmar estado y legalidad; 3) si todo cuadra, firmas y transferimos la propiedad; 4) te pagamos por SPEI. Documentos: identificación oficial (INE/pasaporte), factura original o carta factura y endosos, tarjeta de circulación, comprobante de domicilio, verificación/tenencias, segundo juego de llaves e historial de servicios; si hay crédito vigente, carta de liquidación. Para pago: CLABE de una cuenta a nombre del titular. KYC: validamos identidad y titularidad con selfie y cotejo de documentos. Pagamos en 24–48 h hábiles tras la firma. Nota: garantías y planes de crédito aplican cuando compras un auto con Kavak; para la venta no aplican. ¿Me compartes tu código postal para proponerte horario mañana?",True,Demo Kavak,2025-10-23 14:33:20
